series,threshold,precision,recall
In,-0.0523430951344672,0.014666666666666666,0.9565217391304348
In,-0.0522131590469439,0.014705882352941176,0.9565217391304348
In,-0.0521914674684805,0.01471571906354515,0.9565217391304348
In,-0.0511966295735368,0.014725568942436412,0.9565217391304348
In,-0.0508962981866091,0.014735432016075016,0.9565217391304348
In,-0.0507455090288727,0.014745308310991957,0.9565217391304348
In,-0.050460755001341,0.014755197853789403,0.9565217391304348
In,-0.0499405015182074,0.01476510067114094,0.9565217391304348
In,-0.0495514576828382,0.014775016789791807,0.9565217391304348
In,-0.0494359040378191,0.01478494623655914,0.9565217391304348
In,-0.0487913991954247,0.014794889038332213,0.9565217391304348
In,-0.0487223965002515,0.014804845222072678,0.9565217391304348
In,-0.0475808531671962,0.014834794335805798,0.9565217391304348
In,-0.0474886932884689,0.014854827819041188,0.9565217391304348
In,-0.0471832522625181,0.014864864864864866,0.9565217391304348
In,-0.0471766465017527,0.014874915483434753,0.9565217391304348
In,-0.0471293176247324,0.014884979702300407,0.9565217391304348
In,-0.0469884621988492,0.014895057549085985,0.9565217391304348
In,-0.0469629722108559,0.01493550577053632,0.9565217391304348
In,-0.0467973187138008,0.014945652173913044,0.9565217391304348
In,-0.0466351049528736,0.01495581237253569,0.9565217391304348
In,-0.0463542482487662,0.015536723163841809,0.9565217391304348
In,-0.0462585027975634,0.015547703180212015,0.9565217391304348
In,-0.0461013664251213,0.01559177888022679,0.9565217391304348
In,-0.0460746583285033,0.015602836879432624,0.9565217391304348
In,-0.0460039804863726,0.015647226173541962,0.9565217391304348
In,-0.0458144775656659,0.015691868758915834,0.9565217391304348
In,-0.0458024000018791,0.015703069236259814,0.9565217391304348
In,-0.0452375649661561,0.015714285714285715,0.9565217391304348
In,-0.0447915682227866,0.015725518227305217,0.9565217391304348
In,-0.0446835818062255,0.015736766809728183,0.9565217391304348
In,-0.0444425483988292,0.015748031496062992,0.9565217391304348
In,-0.0442371325736678,0.015759312320916905,0.9565217391304348
In,-0.0433863434743456,0.015770609318996417,0.9565217391304348
In,-0.0433398624137167,0.015781922525107604,0.9565217391304348
In,-0.0431089597725369,0.015804597701149427,0.9565217391304348
In,-0.0430669773956405,0.015815959741193385,0.9565217391304348
In,-0.0429446951550402,0.015827338129496403,0.9565217391304348
In,-0.0425742047229008,0.01585014409221902,0.9565217391304348
In,-0.042567354235626,0.015861571737563085,0.9565217391304348
In,-0.0422559591637988,0.015873015873015872,0.9565217391304348
In,-0.0419764093299353,0.01588447653429603,0.9565217391304348
In,-0.04177833965004,0.015895953757225433,0.9565217391304348
In,-0.0417654621559475,0.015907447577729574,0.9565217391304348
In,-0.0415121054385548,0.015918958031837915,0.9565217391304348
In,-0.0411906033137535,0.015942028985507246,0.9565217391304348
In,-0.0408599189483515,0.01595358955765047,0.9565217391304348
In,-0.0407536198545776,0.016070124178232285,0.9565217391304348
In,-0.040643588025572,0.01608187134502924,0.9565217391304348
In,-0.0406376364635031,0.016105417276720352,0.9565217391304348
In,-0.0404217836484023,0.016129032258064516,0.9565217391304348
In,-0.0401484791971024,0.016152716593245228,0.9565217391304348
In,-0.0400000255819539,0.016176470588235296,0.9565217391304348
In,-0.0391967914657322,0.016188373804267846,0.9565217391304348
In,-0.0391655153822031,0.016200294550810016,0.9565217391304348
In,-0.0391524919893958,0.016212232866617538,0.9565217391304348
In,-0.0390590517627323,0.016224188790560472,0.9565217391304348
In,-0.0385594473541921,0.016236162361623615,0.9565217391304348
In,-0.0385246489982038,0.01628423390081421,0.9565217391304348
In,-0.038154001908213,0.016296296296296295,0.9565217391304348
In,-0.0381032301671921,0.01630837657524092,0.9565217391304348
In,-0.0379205848512696,0.016332590942835932,0.9565217391304348
In,-0.037648737203334,0.01634472511144131,0.9565217391304348
In,-0.0375216314600107,0.01636904761904762,0.9565217391304348
In,-0.0375001690214391,0.016381236038719285,0.9565217391304348
In,-0.0373738988382077,0.01639344262295082,0.9565217391304348
In,-0.0372222701346439,0.01640566741237882,0.9565217391304348
In,-0.0370929154096237,0.016417910447761194,0.9565217391304348
In,-0.0369143131147968,0.016430171769977596,0.9565217391304348
In,-0.0365227781177442,0.016442451420029897,0.9565217391304348
In,-0.0362850814096058,0.016454749439042633,0.9565217391304348
In,-0.0362774728935652,0.01647940074906367,0.9565217391304348
In,-0.0358140634285826,0.016541353383458645,0.9565217391304348
In,-0.0357028945424813,0.016566265060240965,0.9565217391304348
In,-0.0355674668817497,0.016578749058025623,0.9565217391304348
In,-0.0355306624774282,0.01660377358490566,0.9565217391304348
In,-0.0354696278921414,0.016628873771730914,0.9565217391304348
In,-0.0354309198091339,0.016654049962149888,0.9565217391304348
In,-0.0350067316045876,0.016666666666666666,0.9565217391304348
In,-0.0344172304170383,0.016679302501895376,0.9565217391304348
In,-0.0339164154659206,0.01669195751138088,0.9565217391304348
In,-0.0338076218181945,0.016704631738800303,0.9565217391304348
In,-0.033643073874566,0.016717325227963525,0.9565217391304348
In,-0.0329764875573528,0.01685823754789272,0.9565217391304348
In,-0.0326836456036637,0.016897081413210446,0.9565217391304348
In,-0.0325961951110209,0.016923076923076923,0.9565217391304348
In,-0.0322122313371901,0.016936104695919937,0.9565217391304348
In,-0.0320181107219167,0.01694915254237288,0.9565217391304348
In,-0.03186664299896,0.016975308641975308,0.9565217391304348
In,-0.0311580667227049,0.017001545595054096,0.9565217391304348
In,-0.031000472621209,0.017027863777089782,0.9565217391304348
In,-0.0305350226747983,0.017041053446940357,0.9565217391304348
In,-0.0293847156794729,0.017054263565891473,0.9565217391304348
In,-0.0290941032793676,0.017067494181536073,0.9565217391304348
In,-0.0284641953439732,0.017107309486780714,0.9565217391304348
In,-0.0284559962998195,0.017133956386292833,0.9565217391304348
In,-0.0284248432708733,0.0171473109898675,0.9565217391304348
In,-0.0280798028453884,0.017391304347826087,0.9565217391304348
In,-0.0280689334637024,0.01740506329113924,0.9565217391304348
In,-0.0279183059977235,0.01741884402216944,0.9565217391304348
In,-0.027788583558498,0.017432646592709985,0.9565217391304348
In,-0.0272342945260362,0.017446471054718478,0.9565217391304348
In,-0.0269185410215462,0.01746031746031746,0.9565217391304348
In,-0.0268773584600576,0.017474185861795076,0.9565217391304348
In,-0.0268221230575959,0.017488076311605722,0.9565217391304348
In,-0.0263019186273695,0.017501988862370723,0.9565217391304348
In,-0.025662597929878,0.01751592356687898,0.9565217391304348
In,-0.0255437411856732,0.01757188498402556,0.9565217391304348
In,-0.0254680342311217,0.017614091273018415,0.9565217391304348
In,-0.0251991128530801,0.017628205128205128,0.9565217391304348
In,-0.0251098841612719,0.01765650080256822,0.9565217391304348
In,-0.0244183418983005,0.017670682730923693,0.9565217391304348
In,-0.0243865362104204,0.017684887459807074,0.9565217391304348
In,-0.023979177589286,0.017713365539452495,0.9565217391304348
In,-0.0239736170168574,0.017727639000805803,0.9565217391304348
In,-0.0239395723194949,0.017741935483870968,0.9565217391304348
In,-0.0228930211280398,0.01775625504439064,0.9565217391304348
In,-0.0228541652654527,0.017842660178426603,0.9565217391304348
