series,threshold,precision,recall
Out,1.206700017064577e-05,0.004871468185565465,1.0
Out,3.490992821753025e-05,0.004871833308349573,1.0
Out,9.411753853783011e-05,0.0048721984858706244,1.0
Out,0.00011820432700915262,0.004872563718140929,1.0
Out,0.0001953432656591758,0.004872929005172801,1.0
Out,0.0001998405932681635,0.004873294346978557,1.0
Out,0.00020567650790326297,0.004873659743570518,1.0
Out,0.00024134070554282516,0.004874025194961008,1.0
Out,0.0003441249136812985,0.004874390701162355,1.0
Out,0.00037405570037662983,0.00487475626218689,1.0
Out,0.0004035662568639964,0.004875121878046951,1.0
Out,0.0005678286543115973,0.004875487548754875,1.0
Out,0.0005823533865623176,0.0048758532743230065,1.0
Out,0.000604295521043241,0.004876219054763691,1.0
Out,0.0006232495652511716,0.004876584890089279,1.0
Out,0.0006378903635777533,0.0048769507803121245,1.0
Out,0.0006495346315205097,0.004877316725444586,1.0
Out,0.0006915796548128128,0.004877682725499024,1.0
Out,0.0006970385438762605,0.004878048780487805,1.0
Out,0.0007015852024778724,0.004878414890423296,1.0
Out,0.0007151339668780565,0.004878781055317871,1.0
Out,0.0007427901728078723,0.004879147275183906,1.0
Out,0.0007510840659961104,0.004879513550033781,1.0
Out,0.0007699692505411804,0.00487987987987988,1.0
Out,0.0007868974935263395,0.00488024626473459,1.0
Out,0.0007988410070538521,0.004880612704610302,1.0
Out,0.0008018383523449302,0.004880979199519411,1.0
Out,0.0008047212613746524,0.004881345749474316,1.0
Out,0.0008435208583250642,0.00488171235448742,1.0
Out,0.0008576652035117149,0.004882079014571128,1.0
Out,0.0008698129095137119,0.00488244572973785,1.0
Out,0.0008874944760464132,0.0048828125,1.0
Out,0.0009056132985278964,0.0048831793253699945,1.0
Out,0.0009088303195312619,0.004883546205860256,1.0
Out,0.000962297897785902,0.004883913141483207,1.0
Out,0.0009940335294231772,0.004884280132251277,1.0
Out,0.0010769584914669394,0.004884647178176899,1.0
Out,0.0011251477990299463,0.004885014279272509,1.0
Out,0.0011527810711413622,0.004885381435550545,1.0
Out,0.0011593893868848681,0.004885748647023452,1.0
Out,0.0011596337426453829,0.004886115913703676,1.0
Out,0.0012122085317969322,0.004886483235603669,1.0
Out,0.0012212309520691633,0.0048868506127358845,1.0
Out,0.001285632373765111,0.004887218045112782,1.0
Out,0.001342646311968565,0.004887585532746823,1.0
Out,0.0013530434807762504,0.004887953075650474,1.0
Out,0.0013532302109524608,0.004888320673836204,1.0
Out,0.0014184191823005676,0.004888688327316486,1.0
Out,0.0015259975334629416,0.004889056036103798,1.0
Out,0.0015322084072977304,0.004889423800210621,1.0
Out,0.0015528920339420438,0.0048897916196494395,1.0
Out,0.0016125295078381896,0.004890159494432741,1.0
